<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TIME>,<TSEClose>,<MarketValue>,<ShareCount>,,<OPENMarketValue>,<HIGHMarketValue>,<LOWMarketValue>,<CloseMarketValue>,<TseCloseMarketValue>,TradedOfTotalMarket
ABAD,d,20071114,0,738,738,738,738,1000,2496000,2,753,آباد,13860823,0,738,1.11E+11,150000000,,1.107E+11,1.107E+11,1.107E+11,1.107E+11,1.107E+11,5.819
ABAD,d,20071117,0,724,724,724,724,300,734100,1,738,آباد,13860826,0,724,1.09E+11,150000000,,1.086E+11,1.086E+11,1.086E+11,1.086E+11,1.086E+11,5.819
ABAD,d,20071118,0,710,710,710,710,100,239900,1,724,آباد,13860827,0,710,1.07E+11,150000000,,1.065E+11,1.065E+11,1.065E+11,1.065E+11,1.065E+11,5.819
ABAD,d,20071119,0,696,724,696,699,330060,780065702,75,710,آباد,13860828,0,699,1.05E+11,150000000,,1.044E+11,1.086E+11,1.044E+11,1.0485E+11,1.0485E+11,5.821
ABAD,d,20071120,0,713,713,700,700,10010,24123670,2,699,آباد,13860829,0,700,1.05E+11,150000000,,1.0695E+11,1.0695E+11,1.05E+11,1.05E+11,1.05E+11,5.821
ABAD,d,20071121,0,714,714,701,701,8557,20656158,3,700,آباد,13860830,0,701,1.05E+11,150000000,,1.071E+11,1.071E+11,1.0515E+11,1.0515E+11,1.0515E+11,5.821
ABAD,d,20071124,0,701,701,688,698,30460,71107270,11,701,آباد,13860903,0,698,1.05E+11,150000000,,1.0515E+11,1.0515E+11,1.032E+11,1.047E+11,1.047E+11,5.821
ABAD,d,20071125,0,685,712,685,696,25010,58227540,7,698,آباد,13860904,0,696,1.04E+11,150000000,,1.0275E+11,1.068E+11,1.0275E+11,1.044E+11,1.044E+11,5.821
ABAD,d,20071126,0,710,710,698,698,10010,24023580,3,696,آباد,13860905,0,698,1.05E+11,150000000,,1.065E+11,1.065E+11,1.047E+11,1.047E+11,1.047E+11,5.822
ABAD,d,20071127,0,684,684,684,684,361368,835121448,42,698,آباد,13860906,0,684,1.03E+11,150000000,,1.026E+11,1.026E+11,1.026E+11,1.026E+11,1.026E+11,5.824
ABAD,d,20071128,0,683,684,683,684,1000,2310668,3,684,آباد,13860907,0,684,1.03E+11,150000000,,1.0245E+11,1.026E+11,1.0245E+11,1.026E+11,1.026E+11,5.824
ABAD,d,20071201,0,683,684,670,683,67340,155381132,19,684,آباد,13860910,0,683,1.02E+11,150000000,,1.0245E+11,1.026E+11,1.005E+11,1.0245E+11,1.0245E+11,5.824
ABAD,d,20071203,0,669,697,669,683,5206,12027278,5,683,آباد,13860912,0,683,1.02E+11,150000000,,1.0035E+11,1.0455E+11,1.0035E+11,1.0245E+11,1.0245E+11,5.824
ABAD,d,20071205,0,683,697,683,690,61010,143632320,8,683,آباد,13860914,0,690,1.04E+11,150000000,,1.0245E+11,1.0455E+11,1.0245E+11,1.035E+11,1.035E+11,5.825
ABAD,d,20071208,0,703,703,691,691,9428,22419364,3,690,آباد,13860917,0,691,1.04E+11,150000000,,1.0545E+11,1.0545E+11,1.0365E+11,1.0365E+11,1.0365E+11,5.825
ABAD,d,20071209,0,705,705,692,692,10010,23843400,2,691,آباد,13860918,0,692,1.04E+11,150000000,,1.0575E+11,1.0575E+11,1.038E+11,1.038E+11,1.038E+11,5.825
ABAD,d,20071210,0,706,706,693,693,10010,23883440,2,692,آباد,13860919,0,693,1.04E+11,150000000,,1.059E+11,1.059E+11,1.0395E+11,1.0395E+11,1.0395E+11,5.825
ABAD,d,20071211,0,707,707,695,695,10010,23923480,2,693,آباد,13860920,0,695,1.04E+11,150000000,,1.0605E+11,1.0605E+11,1.0425E+11,1.0425E+11,1.0425E+11,5.825
ABAD,d,20071212,0,708,708,696,696,10010,23963520,3,695,آباد,13860921,0,696,1.04E+11,150000000,,1.062E+11,1.062E+11,1.044E+11,1.044E+11,1.044E+11,5.825
ABAD,d,20080126,0,645,657,645,645,10321,20778312,4,753,آباد,13861106,0,645,96750000000,150000000,,96750000000,98550000000,96750000000,96750000000,96750000000,5.825
ABAD,d,20080127,0,658,658,646,646,8240,16924590,6,645,آباد,13861107,0,646,96900000000,150000000,,98700000000,98700000000,96900000000,96900000000,96900000000,5.825
ABAD,d,20080129,0,659,659,647,647,8034,16525568,3,646,آباد,13861109,0,647,97050000000,150000000,,98850000000,98850000000,97050000000,97050000000,97050000000,5.825
ABAD,d,20080204,0,660,660,648,648,10805,22257940,4,647,آباد,13861115,0,648,97200000000,150000000,,99000000000,99000000000,97200000000,97200000000,97200000000,5.825
ABAD,d,20080206,0,661,661,649,649,3010,6212250,2,648,آباد,13861117,0,649,97350000000,150000000,,99150000000,99150000000,97350000000,97350000000,97350000000,5.825
ABAD,d,20080209,0,662,662,649,649,4598,9494490,3,649,آباد,13861120,0,649,97350000000,150000000,,99300000000,99300000000,97350000000,97350000000,97350000000,5.825
ABAD,d,20080216,0,662,662,650,650,5010,10355290,4,649,آباد,13861127,0,650,97500000000,150000000,,99300000000,99300000000,97500000000,97500000000,97500000000,5.825
ABAD,d,20080219,0,663,663,650,650,910,1882390,2,650,آباد,13861130,0,650,97500000000,150000000,,99450000000,99450000000,97500000000,97500000000,97500000000,5.825
ABAD,d,20080226,0,689,703,689,700,6417,14029411,6,650,آباد,13861207,0,700,1.05E+11,150000000,,1.0335E+11,1.0545E+11,1.0335E+11,1.05E+11,1.05E+11,5.826
ABAD,d,20080227,0,714,714,700,700,1410,3142460,2,700,آباد,13861208,0,700,1.05E+11,150000000,,1.071E+11,1.071E+11,1.05E+11,1.05E+11,1.05E+11,5.826
ABAD,d,20080301,0,714,714,703,703,28077,62574303,11,700,آباد,13861211,0,703,1.05E+11,150000000,,1.071E+11,1.071E+11,1.0545E+11,1.0545E+11,1.0545E+11,5.826
ABAD,d,20080302,0,703,717,690,705,11535,25767505,9,703,آباد,13861212,0,705,1.06E+11,150000000,,1.0545E+11,1.0755E+11,1.035E+11,1.0575E+11,1.0575E+11,5.826
ABAD,d,20080303,0,705,705,705,705,360,792000,1,705,آباد,13861213,0,705,1.06E+11,150000000,,1.0575E+11,1.0575E+11,1.0575E+11,1.0575E+11,1.0575E+11,5.826
ABAD,d,20080309,0,705,705,705,705,1140,2508000,1,705,آباد,13861219,0,705,1.06E+11,150000000,,1.0575E+11,1.0575E+11,1.0575E+11,1.0575E+11,1.0575E+11,5.826
ABAD,d,20080310,0,691,704,691,704,6010,12957980,4,705,آباد,13861220,0,704,1.06E+11,150000000,,1.0365E+11,1.056E+11,1.0365E+11,1.056E+11,1.056E+11,5.826
ABAD,d,20080312,0,690,703,690,703,10010,21571940,4,704,آباد,13861222,0,703,1.05E+11,150000000,,1.035E+11,1.0545E+11,1.035E+11,1.0545E+11,1.0545E+11,5.826
ABAD,d,20080402,0,689,702,689,702,6714,14442224,3,703,آباد,13870114,0,702,1.05E+11,150000000,,1.0335E+11,1.053E+11,1.0335E+11,1.053E+11,1.053E+11,5.826
ABAD,d,20080507,0,688,700,688,700,21198,45554852,8,702,آباد,13870218,0,700,1.05E+11,150000000,,1.032E+11,1.05E+11,1.032E+11,1.05E+11,1.05E+11,5.826
ABAD,d,20080510,0,679,691,679,691,50824,107697486,18,700,آباد,13870221,0,691,1.04E+11,150000000,,1.0185E+11,1.0365E+11,1.0185E+11,1.0365E+11,1.0365E+11,5.826
ABAD,d,20080512,0,688,711,688,693,69452,150594821,21,691,آباد,13870223,0,693,1.04E+11,150000000,,1.032E+11,1.0665E+11,1.032E+11,1.0395E+11,1.0395E+11,5.827
ABAD,d,20080518,0,713,713,672,711,128822,285758568,26,693,آباد,13870229,0,711,1.07E+11,150000000,,1.0695E+11,1.0695E+11,1.008E+11,1.0665E+11,1.0665E+11,5.828
ABAD,d,20080519,0,732,732,712,712,8822,20148838,2,711,آباد,13870230,0,712,1.07E+11,150000000,,1.098E+11,1.098E+11,1.068E+11,1.068E+11,1.068E+11,5.828
ABAD,d,20080520,0,733,733,721,721,49936,114303114,9,712,آباد,13870231,0,721,1.08E+11,150000000,,1.0995E+11,1.0995E+11,1.0815E+11,1.0815E+11,1.0815E+11,5.828
ABAD,d,20080521,0,742,742,741,741,114322,264884044,27,721,آباد,13870301,0,741,1.11E+11,150000000,,1.113E+11,1.113E+11,1.1115E+11,1.1115E+11,1.1115E+11,5.829
ABAD,d,20080524,0,763,763,742,742,4185,9972185,2,741,آباد,13870304,0,742,1.11E+11,150000000,,1.1445E+11,1.1445E+11,1.113E+11,1.113E+11,1.113E+11,5.829
ABAD,d,20080525,0,740,742,740,742,4050,9355560,2,742,آباد,13870305,0,742,1.11E+11,150000000,,1.11E+11,1.113E+11,1.11E+11,1.113E+11,1.113E+11,5.829
ABAD,d,20080527,0,720,741,720,741,5010,11258130,2,742,آباد,13870307,0,741,1.11E+11,150000000,,1.08E+11,1.1115E+11,1.08E+11,1.1115E+11,1.1115E+11,5.829
ABAD,d,20080609,0,719,739,719,739,11795,26468600,4,741,آباد,13870320,0,739,1.11E+11,150000000,,1.0785E+11,1.1085E+11,1.0785E+11,1.1085E+11,1.1085E+11,5.829
ABAD,d,20080709,0,717,723,717,721,174461,392589387,51,739,آباد,13870419,0,721,1.08E+11,150000000,,1.0755E+11,1.0845E+11,1.0755E+11,1.0815E+11,1.0815E+11,5.83
ABAD,d,20080719,0,772,772,772,772,250,562500,1,772,آباد,13870429,0,772,1.16E+11,150000000,,1.158E+11,1.158E+11,1.158E+11,1.158E+11,1.158E+11,5.83
ABAD,d,20080721,0,772,772,772,772,375010,843772500,2,772,آباد,13870431,0,772,1.16E+11,150000000,,1.158E+11,1.158E+11,1.158E+11,1.158E+11,1.158E+11,5.833
ABAD,d,20080722,0,795,795,773,773,1500,3470860,3,772,آباد,13870501,0,773,1.16E+11,150000000,,1.1925E+11,1.1925E+11,1.1595E+11,1.1595E+11,1.1595E+11,5.833
ABAD,d,20080819,0,750,765,750,750,139036,303884634,29,773,آباد,13870529,0,750,1.13E+11,150000000,,1.125E+11,1.1475E+11,1.125E+11,1.125E+11,1.125E+11,5.834
ABAD,d,20080923,0,728,746,728,746,21324,45207410,13,750,آباد,13870702,0,746,1.12E+11,150000000,,1.092E+11,1.119E+11,1.092E+11,1.119E+11,1.119E+11,5.834
ABAD,d,20081006,0,724,746,724,746,30,63890,2,746,آباد,13870715,0,746,1.12E+11,150000000,,1.086E+11,1.119E+11,1.086E+11,1.119E+11,1.119E+11,5.834
ABAD,d,20081008,0,724,744,724,744,10010,21101680,5,746,آباد,13870717,0,744,1.12E+11,150000000,,1.086E+11,1.116E+11,1.086E+11,1.116E+11,1.116E+11,5.834
ABAD,d,20081012,0,722,744,722,744,1010,2124670,2,744,آباد,13870721,0,744,1.12E+11,150000000,,1.083E+11,1.116E+11,1.083E+11,1.116E+11,1.116E+11,5.834
ABAD,d,20081014,0,721,721,721,721,655,1376810,1,744,آباد,13870723,0,721,1.08E+11,150000000,,1.0815E+11,1.0815E+11,1.0815E+11,1.0815E+11,1.0815E+11,5.834
ABAD,d,20081015,0,700,700,700,700,120000,244680000,25,721,آباد,13870724,0,700,1.05E+11,150000000,,1.05E+11,1.05E+11,1.05E+11,1.05E+11,1.05E+11,5.835
ABAD,d,20081026,0,679,697,679,697,17610,34833100,8,700,آباد,13870805,0,697,1.05E+11,150000000,,1.0185E+11,1.0455E+11,1.0185E+11,1.0455E+11,1.0455E+11,5.835
ABAD,d,20081119,0,676,697,676,697,60,118800,2,697,آباد,13870829,0,697,1.05E+11,150000000,,1.014E+11,1.0455E+11,1.014E+11,1.0455E+11,1.0455E+11,5.835
ABAD,d,20081123,0,676,696,676,696,2535,4994540,5,697,آباد,13870903,0,696,1.04E+11,150000000,,1.014E+11,1.044E+11,1.014E+11,1.044E+11,1.044E+11,5.835
ABAD,d,20081125,0,676,696,676,696,2510,4942780,3,696,آباد,13870905,0,696,1.04E+11,150000000,,1.014E+11,1.044E+11,1.014E+11,1.044E+11,1.044E+11,5.835
ABAD,d,20081203,0,675,696,675,696,20,39960,2,696,آباد,13870913,0,696,1.04E+11,150000000,,1.0125E+11,1.044E+11,1.0125E+11,1.044E+11,1.044E+11,5.835
ABAD,d,20090126,0,675,675,675,675,10,19680,1,696,آباد,13871107,0,696,1.04E+11,150000000,,1.0125E+11,1.0125E+11,1.0125E+11,1.0125E+11,1.044E+11,5.835
ABAD,d,20090408,0,514,675,514,675,105300,190499620,28,696,آباد,13880119,0,621,93150000000,150000000,,77100000000,1.0125E+11,77100000000,1.0125E+11,93150000000,5.836
ABAD,d,20090412,0,602,602,602,602,646,1133730,1,621,آباد,13880123,0,621,93150000000,150000000,,90300000000,90300000000,90300000000,90300000000,93150000000,5.836
ABAD,d,20090415,0,602,602,602,602,1000,1755000,1,621,آباد,13880126,0,621,93150000000,150000000,,90300000000,90300000000,90300000000,90300000000,93150000000,5.836
ABAD,d,20090418,0,602,602,602,602,113000,198315000,27,621,آباد,13880129,0,603,90450000000,150000000,,90300000000,90300000000,90300000000,90300000000,90450000000,5.836
ABAD,d,20090419,0,601,621,601,621,91071,164776445,21,603,آباد,13880130,0,617,92550000000,150000000,,90150000000,93150000000,90150000000,93150000000,92550000000,5.837
ABAD,d,20090429,0,616,635,616,635,23017,42124290,7,617,آباد,13880209,0,619,92850000000,150000000,,92400000000,95250000000,92400000000,95250000000,92850000000,5.837
ABAD,d,20090504,0,601,601,601,601,1895,3316250,1,619,آباد,13880214,0,618,92700000000,150000000,,90150000000,90150000000,90150000000,90150000000,92700000000,5.837
ABAD,d,20090506,0,602,602,602,602,8582,15045926,4,618,آباد,13880216,0,617,92550000000,150000000,,90300000000,90300000000,90300000000,90300000000,92550000000,5.837
ABAD,d,20090512,0,599,599,599,599,6000,10476000,2,617,آباد,13880222,0,599,89850000000,150000000,,89850000000,89850000000,89850000000,89850000000,89850000000,5.837
